location_key,date,new_confirmed,day_of_week,Prediccion
CO,2021-12-13,1737.0,Monday,622.0
CO,2021-12-14,1992.0,Tuesday,759.0
CO,2021-12-15,2052.0,Wednesday,664.0
CO,2021-12-16,2354.0,Thursday,1052.0
CO,2021-12-17,2222.0,Friday,1257.0
CO,2021-12-18,1891.0,Saturday,913.0
CO,2021-12-19,1168.0,Sunday,573.0
CO,2021-12-20,2062.0,Monday,557.0
CO,2021-12-21,3041.0,Tuesday,1033.0
CO,2021-12-22,4083.0,Wednesday,1540.0
CO,2021-12-23,4713.0,Thursday,2093.0
CO,2021-12-24,4253.0,Friday,2272.0
CO,2021-12-25,2293.0,Saturday,1837.0
CO,2021-12-26,2358.0,Sunday,870.0
CO,2021-12-27,6882.0,Monday,1374.0
CO,2021-12-28,10166.0,Tuesday,3855.0
CO,2021-12-29,12645.0,Wednesday,5839.0
CO,2021-12-30,14810.0,Thursday,7114.0
CO,2021-12-31,13559.0,Friday,7566.0
CO,2022-01-01,6164.0,Saturday,6330.0
CO,2022-01-02,7755.0,Sunday,3960.0
CO,2022-01-03,20282.0,Monday,6807.0
CO,2022-01-04,27584.0,Tuesday,13851.0
CO,2022-01-05,34025.0,Wednesday,18497.0
CO,2022-01-06,38872.0,Thursday,21982.0
CO,2022-01-07,40415.0,Friday,22410.0
CO,2022-01-08,30926.0,Saturday,20586.0
CO,2022-01-09,19195.0,Sunday,19328.0
CO,2022-01-10,21120.0,Monday,20228.0
CO,2022-01-11,33993.0,Tuesday,24748.0
CO,2022-01-12,34215.0,Wednesday,33561.0
CO,2022-01-13,33458.0,Thursday,36003.0
CO,2022-01-14,30504.0,Friday,34653.0
CO,2022-01-15,26139.0,Saturday,27734.0
CO,2022-01-16,16249.0,Sunday,21652.0
CO,2022-01-17,23949.0,Monday,20309.0
CO,2022-01-18,25105.0,Tuesday,28393.0
CO,2022-01-19,27069.0,Wednesday,28974.0
CO,2022-01-20,24509.0,Thursday,29034.0
CO,2022-01-21,18691.0,Friday,26098.0
CO,2022-01-22,6616.0,Saturday,20210.0
CO,2022-01-23,91.0,Sunday,12493.0
CO,2022-01-24,21219.0,Monday,12659.0
CO,2022-01-25,19512.0,Tuesday,22318.0
CO,2022-01-26,17889.0,Wednesday,22273.0
CO,2022-01-27,17663.0,Thursday,19574.0
CO,2022-01-28,20946.0,Friday,15151.0
CO,2022-01-29,18450.0,Saturday,10794.0
CO,2022-01-30,16119.0,Sunday,10901.0
CO,2022-01-31,15284.0,Monday,17681.0
CO,2022-02-01,14454.0,Tuesday,16352.0
CO,2022-02-02,15110.0,Wednesday,15323.0
CO,2022-02-03,13568.0,Thursday,16063.0
CO,2022-02-04,13390.0,Friday,16251.0
CO,2022-02-05,12567.0,Saturday,14792.0
CO,2022-02-06,10356.0,Sunday,13401.0
CO,2022-02-07,9080.0,Monday,11983.0
CO,2022-02-08,9730.0,Tuesday,11196.0
CO,2022-02-09,8785.0,Wednesday,11438.0
CO,2022-02-10,8269.0,Thursday,10425.0
CO,2022-02-11,5421.0,Friday,9980.0
CO,2022-02-12,6572.0,Saturday,8065.0
CO,2022-02-13,5532.0,Sunday,7438.0
CO,2022-02-14,3162.0,Monday,6637.0
CO,2022-02-15,3731.0,Tuesday,5698.0
CO,2022-02-16,4142.0,Wednesday,5448.0
CO,2022-02-17,4013.0,Thursday,4948.0
CO,2022-02-18,4020.0,Friday,4004.0
CO,2022-02-19,4498.0,Saturday,4268.0
CO,2022-02-20,3381.0,Sunday,3667.0
CO,2022-02-21,2910.0,Monday,2388.0
CO,2022-02-22,2174.0,Tuesday,2457.0
CO,2022-02-23,2181.0,Wednesday,2271.0
CO,2022-02-24,2249.0,Thursday,2213.0
CO,2022-02-25,2159.0,Friday,2327.0
CO,2022-02-26,2078.0,Saturday,2282.0
CO,2022-02-27,1908.0,Sunday,1737.0
CO,2022-02-28,1882.0,Monday,1356.0
CO,2022-03-01,1218.0,Tuesday,1061.0
CO,2022-03-02,1222.0,Wednesday,792.0
CO,2022-03-03,1051.0,Thursday,793.0
CO,2022-03-04,1351.0,Friday,672.0
CO,2022-03-05,1191.0,Saturday,737.0
CO,2022-03-06,1088.0,Sunday,604.0
CO,2022-03-07,952.0,Monday,434.0
CO,2022-03-08,760.0,Tuesday,120.0
CO,2022-03-09,739.0,Wednesday,8.0
CO,2022-03-10,719.0,Thursday,0.0
CO,2022-03-11,782.0,Friday,61.0
CO,2022-03-12,677.0,Saturday,8.0
CO,2022-03-13,486.0,Sunday,0.0
CO,2022-03-14,469.0,Monday,0.0
CO,2022-03-15,573.0,Tuesday,0.0
CO,2022-03-16,626.0,Wednesday,0.0
CO,2022-03-17,744.0,Thursday,0.0
CO,2022-03-18,665.0,Friday,0.0
CO,2022-03-19,693.0,Saturday,0.0
CO,2022-03-20,542.0,Sunday,0.0
CO,2022-03-21,508.0,Monday,0.0
CO,2022-03-22,294.0,Tuesday,0.0
CO,2022-03-23,293.0,Wednesday,0.0
CO,2022-03-24,351.0,Thursday,0.0
CO,2022-03-25,366.0,Friday,0.0
CO,2022-03-26,348.0,Saturday,0.0
CO,2022-03-27,352.0,Sunday,0.0
CO,2022-03-28,296.0,Monday,0.0
CO,2022-03-29,301.0,Tuesday,0.0
CO,2022-03-30,311.0,Wednesday,0.0
CO,2022-03-31,365.0,Thursday,0.0
CO,2022-04-01,354.0,Friday,0.0
CO,2022-04-02,348.0,Saturday,0.0
CO,2022-04-03,308.0,Sunday,0.0
CO,2022-04-04,307.0,Monday,0.0
CO,2022-04-05,251.0,Tuesday,0.0
CO,2022-04-06,327.0,Wednesday,0.0
CO,2022-04-07,312.0,Thursday,0.0
CO,2022-04-08,320.0,Friday,0.0
CO,2022-04-09,294.0,Saturday,0.0
CO,2022-04-10,297.0,Sunday,0.0
CO,2022-04-11,301.0,Monday,0.0
CO,2022-04-12,284.0,Tuesday,0.0
CO,2022-04-13,293.0,Wednesday,0.0
CO,2022-04-14,264.0,Thursday,0.0
CO,2022-04-15,205.0,Friday,0.0
CO,2022-04-16,159.0,Saturday,0.0
CO,2022-04-17,122.0,Sunday,0.0
CO,2022-04-18,129.0,Monday,0.0
CO,2022-04-19,207.0,Tuesday,0.0
CO,2022-04-20,248.0,Wednesday,0.0
CO,2022-04-21,274.0,Thursday,0.0
CO,2022-04-22,283.0,Friday,0.0
CO,2022-04-23,291.0,Saturday,0.0
CO,2022-04-24,249.0,Sunday,0.0
CO,2022-04-25,208.0,Monday,0.0
CO,2022-04-26,202.0,Tuesday,0.0
CO,2022-04-27,206.0,Wednesday,0.0
CO,2022-04-28,208.0,Thursday,0.0
CO,2022-04-29,236.0,Friday,0.0
CO,2022-04-30,264.0,Saturday,0.0
CO,2022-05-01,0.0,Sunday,0.0
CO,2022-05-02,0.0,Monday,0.0
CO,2022-05-03,0.0,Tuesday,0.0
CO,2022-05-04,0.0,Wednesday,0.0
CO,2022-05-05,978.0,Thursday,0.0
CO,2022-05-06,0.0,Friday,0.0
CO,2022-05-07,0.0,Saturday,0.0
CO,2022-05-08,0.0,Sunday,0.0
CO,2022-05-09,0.0,Monday,0.0
CO,2022-05-10,0.0,Tuesday,0.0
CO,2022-05-11,0.0,Wednesday,0.0
CO,2022-05-12,1671.0,Thursday,0.0
CO,2022-05-13,0.0,Friday,0.0
CO,2022-05-14,0.0,Saturday,0.0
CO,2022-05-15,0.0,Sunday,0.0
CO,2022-05-16,0.0,Monday,0.0
CO,2022-05-17,0.0,Tuesday,0.0
CO,2022-05-18,0.0,Wednesday,0.0
CO,2022-05-19,3795.0,Thursday,0.0
CO,2022-05-20,0.0,Friday,635.0
CO,2022-05-21,0.0,Saturday,0.0
CO,2022-05-22,0.0,Sunday,0.0
CO,2022-05-23,0.0,Monday,0.0
CO,2022-05-24,0.0,Tuesday,0.0
CO,2022-05-25,0.0,Wednesday,0.0
CO,2022-05-26,4344.0,Thursday,476.0
CO,2022-05-27,0.0,Friday,868.0
CO,2022-05-28,0.0,Saturday,0.0
CO,2022-05-29,0.0,Sunday,0.0
CO,2022-05-30,0.0,Monday,0.0
CO,2022-05-31,0.0,Tuesday,0.0
CO,2022-06-01,0.0,Wednesday,0.0
CO,2022-06-02,5650.0,Thursday,686.0
CO,2022-06-03,0.0,Friday,1424.0
CO,2022-06-04,0.0,Saturday,0.0
CO,2022-06-05,0.0,Sunday,0.0
CO,2022-06-06,0.0,Monday,0.0
CO,2022-06-07,0.0,Tuesday,0.0
CO,2022-06-08,0.0,Wednesday,0.0
CO,2022-06-09,8742.0,Thursday,1188.0
CO,2022-06-10,0.0,Friday,2740.0
CO,2022-06-11,0.0,Saturday,0.0
CO,2022-06-12,0.0,Sunday,0.0
CO,2022-06-13,0.0,Monday,0.0
CO,2022-06-14,0.0,Tuesday,0.0
CO,2022-06-15,0.0,Wednesday,515.0
CO,2022-06-16,13810.0,Thursday,2374.0
CO,2022-06-17,0.0,Friday,4897.0
CO,2022-06-18,0.0,Saturday,0.0
CO,2022-06-19,0.0,Sunday,0.0
CO,2022-06-20,0.0,Monday,0.0
CO,2022-06-21,0.0,Tuesday,0.0
CO,2022-06-22,0.0,Wednesday,1383.0
CO,2022-06-23,19697.0,Thursday,4319.0
CO,2022-06-24,0.0,Friday,7402.0
CO,2022-06-25,0.0,Saturday,0.0
CO,2022-06-26,0.0,Sunday,0.0
CO,2022-06-27,0.0,Monday,0.0
CO,2022-06-28,0.0,Tuesday,0.0
CO,2022-06-29,0.0,Wednesday,2390.0
CO,2022-06-30,23827.0,Thursday,6578.0
CO,2022-07-01,0.0,Friday,9160.0
CO,2022-07-02,0.0,Saturday,0.0
CO,2022-07-03,0.0,Sunday,0.0
CO,2022-07-04,0.0,Monday,0.0
CO,2022-07-05,0.0,Tuesday,0.0
CO,2022-07-06,0.0,Wednesday,3097.0
CO,2022-07-07,23667.0,Thursday,8163.0
CO,2022-07-08,0.0,Friday,9092.0
CO,2022-07-09,0.0,Saturday,0.0
CO,2022-07-10,0.0,Sunday,0.0
CO,2022-07-11,0.0,Monday,0.0
CO,2022-07-12,0.0,Tuesday,0.0
CO,2022-07-13,0.0,Wednesday,3069.0
CO,2022-07-14,24649.0,Thursday,8101.0
CO,2022-07-15,0.0,Friday,9510.0
CO,2022-07-16,0.0,Saturday,0.0
CO,2022-07-17,0.0,Sunday,0.0
CO,2022-07-18,0.0,Monday,0.0
CO,2022-07-19,0.0,Tuesday,0.0
CO,2022-07-20,0.0,Wednesday,3238.0
CO,2022-07-21,24137.0,Thursday,8478.0
CO,2022-07-22,0.0,Friday,9292.0
CO,2022-07-23,0.0,Saturday,0.0
CO,2022-07-24,0.0,Sunday,0.0
CO,2022-07-25,0.0,Monday,0.0
CO,2022-07-26,0.0,Tuesday,0.0
CO,2022-07-27,0.0,Wednesday,3150.0
CO,2022-07-28,18164.0,Thursday,8282.0
CO,2022-07-29,0.0,Friday,6750.0
CO,2022-07-30,0.0,Saturday,0.0
CO,2022-07-31,0.0,Sunday,0.0
CO,2022-08-01,0.0,Monday,0.0
CO,2022-08-02,0.0,Tuesday,0.0
CO,2022-08-03,0.0,Wednesday,2128.0
CO,2022-08-04,13200.0,Thursday,5990.0
CO,2022-08-05,0.0,Friday,4637.0
CO,2022-08-06,0.0,Saturday,0.0
CO,2022-08-07,0.0,Sunday,0.0
CO,2022-08-08,0.0,Monday,0.0
CO,2022-08-09,0.0,Tuesday,0.0
CO,2022-08-10,0.0,Wednesday,1278.0
CO,2022-08-11,7394.0,Thursday,4085.0
CO,2022-08-12,0.0,Friday,2166.0
CO,2022-08-13,0.0,Saturday,0.0
CO,2022-08-14,0.0,Sunday,0.0
CO,2022-08-15,0.0,Monday,0.0
CO,2022-08-16,0.0,Tuesday,0.0
CO,2022-08-17,0.0,Wednesday,285.0
CO,2022-08-18,6738.0,Thursday,1857.0
CO,2022-08-19,0.0,Friday,1887.0
CO,2022-08-20,0.0,Saturday,0.0
CO,2022-08-21,0.0,Sunday,0.0
CO,2022-08-22,0.0,Monday,0.0
CO,2022-08-23,0.0,Tuesday,0.0
CO,2022-08-24,0.0,Wednesday,173.0
CO,2022-08-25,6465.0,Thursday,1605.0
CO,2022-08-26,0.0,Friday,1771.0
CO,2022-08-27,0.0,Saturday,0.0
CO,2022-08-28,0.0,Sunday,0.0
CO,2022-08-29,0.0,Monday,0.0
CO,2022-08-30,0.0,Tuesday,0.0
CO,2022-08-31,0.0,Wednesday,126.0
PE,2020-01-01,0.0,Wednesday,
PE,2020-01-02,0.0,Thursday,
PE,2020-01-03,0.0,Friday,
PE,2020-01-04,0.0,Saturday,
PE,2020-01-05,0.0,Sunday,
PE,2020-01-06,0.0,Monday,
PE,2020-01-07,0.0,Tuesday,
PE,2020-01-08,0.0,Wednesday,
PE,2020-01-09,0.0,Thursday,0.0
PE,2020-01-10,0.0,Friday,0.0
PE,2020-01-11,0.0,Saturday,0.0
PE,2020-01-12,0.0,Sunday,0.0
PE,2020-01-13,0.0,Monday,0.0
PE,2020-01-14,0.0,Tuesday,0.0
PE,2020-01-15,0.0,Wednesday,0.0
PE,2020-01-16,0.0,Thursday,0.0
PE,2020-01-17,0.0,Friday,0.0
PE,2020-01-18,0.0,Saturday,0.0
PE,2020-01-19,0.0,Sunday,0.0
PE,2020-01-20,0.0,Monday,0.0
PE,2020-01-21,0.0,Tuesday,0.0
PE,2020-01-22,0.0,Wednesday,0.0
PE,2020-01-23,0.0,Thursday,0.0
PE,2020-01-24,0.0,Friday,0.0
PE,2020-01-25,0.0,Saturday,0.0
PE,2020-01-26,0.0,Sunday,0.0
PE,2020-01-27,0.0,Monday,0.0
PE,2020-01-28,0.0,Tuesday,0.0
PE,2020-01-29,0.0,Wednesday,0.0
PE,2020-01-30,0.0,Thursday,0.0
PE,2020-01-31,0.0,Friday,0.0
PE,2020-02-01,0.0,Saturday,0.0
PE,2020-02-02,0.0,Sunday,0.0
PE,2020-02-03,0.0,Monday,0.0
PE,2020-02-04,0.0,Tuesday,0.0
PE,2020-02-05,0.0,Wednesday,0.0
PE,2020-02-06,0.0,Thursday,0.0
PE,2020-02-07,0.0,Friday,0.0
PE,2020-02-08,0.0,Saturday,0.0
PE,2020-02-09,0.0,Sunday,0.0
PE,2020-02-10,0.0,Monday,0.0
PE,2020-02-11,0.0,Tuesday,0.0
PE,2020-02-12,0.0,Wednesday,0.0
PE,2020-02-13,0.0,Thursday,0.0
PE,2020-02-14,0.0,Friday,0.0
PE,2020-02-15,0.0,Saturday,0.0
PE,2020-02-16,0.0,Sunday,0.0
PE,2020-02-17,0.0,Monday,0.0
PE,2020-02-18,0.0,Tuesday,0.0
PE,2020-02-19,0.0,Wednesday,0.0
PE,2020-02-20,0.0,Thursday,0.0
PE,2020-02-21,0.0,Friday,0.0
PE,2020-02-22,0.0,Saturday,0.0
PE,2020-02-23,0.0,Sunday,0.0
PE,2020-02-24,0.0,Monday,0.0
PE,2020-02-25,0.0,Tuesday,0.0
PE,2020-02-26,0.0,Wednesday,0.0
PE,2020-02-27,0.0,Thursday,0.0
PE,2020-02-28,0.0,Friday,0.0
PE,2020-02-29,0.0,Saturday,0.0
PE,2020-03-01,0.0,Sunday,0.0
PE,2020-03-02,0.0,Monday,0.0
PE,2020-03-03,0.0,Tuesday,0.0
PE,2020-03-04,0.0,Wednesday,0.0
PE,2020-03-05,9.0,Thursday,0.0
PE,2020-03-06,1.0,Friday,0.0
PE,2020-03-07,5.0,Saturday,0.0
PE,2020-03-08,2.0,Sunday,0.0
PE,2020-03-09,3.0,Monday,0.0
PE,2020-03-10,1.0,Tuesday,0.0
PE,2020-03-11,8.0,Wednesday,0.0
PE,2020-03-12,8.0,Thursday,0.0
PE,2020-03-13,10.0,Friday,0.0
PE,2020-03-14,19.0,Saturday,0.0
PE,2020-03-15,28.0,Sunday,0.0
PE,2020-03-16,20.0,Monday,0.0
PE,2020-03-17,27.0,Tuesday,0.0
PE,2020-03-18,56.0,Wednesday,0.0
PE,2020-03-19,62.0,Thursday,0.0
PE,2020-03-20,56.0,Friday,0.0
PE,2020-03-21,30.0,Saturday,0.0
PE,2020-03-22,39.0,Sunday,0.0
PE,2020-03-23,33.0,Monday,0.0
PE,2020-03-24,64.0,Tuesday,0.0
PE,2020-03-25,100.0,Wednesday,0.0
PE,2020-03-26,52.0,Thursday,0.0
PE,2020-03-27,34.0,Friday,0.0
PE,2020-03-28,136.0,Saturday,0.0
PE,2020-03-29,143.0,Sunday,0.0
PE,2020-03-30,130.0,Monday,0.0
PE,2020-03-31,250.0,Tuesday,0.0
PE,2020-04-01,118.0,Wednesday,0.0
PE,2020-04-02,222.0,Thursday,0.0
PE,2020-04-03,293.0,Friday,0.0
PE,2020-04-04,837.0,Saturday,0.0
PE,2020-04-05,445.0,Sunday,0.0
PE,2020-04-06,653.0,Monday,0.0
PE,2020-04-07,1044.0,Tuesday,0.0
PE,2020-04-08,1086.0,Wednesday,0.0
PE,2020-04-09,820.0,Thursday,0.0
PE,2020-04-10,1041.0,Friday,0.0
PE,2020-04-11,1408.0,Saturday,0.0
PE,2020-04-12,745.0,Sunday,0.0
PE,2020-04-13,1297.0,Monday,0.0
PE,2020-04-14,1057.0,Tuesday,171.0
PE,2020-04-15,1403.0,Wednesday,49.0
PE,2020-04-16,1343.0,Thursday,128.0
PE,2020-04-17,1129.0,Friday,256.0
PE,2020-04-18,1427.0,Saturday,191.0
PE,2020-04-19,1095.0,Sunday,154.0
PE,2020-04-20,2060.0,Monday,189.0
PE,2020-04-21,2195.0,Tuesday,561.0
PE,2020-04-22,2126.0,Wednesday,758.0
PE,2020-04-23,2081.0,Thursday,671.0
PE,2020-04-24,2269.0,Friday,619.0
PE,2020-04-25,2416.0,Saturday,756.0
PE,2020-04-26,1439.0,Sunday,860.0
PE,2020-04-27,3428.0,Monday,840.0
PE,2020-04-28,3402.0,Tuesday,1709.0
PE,2020-04-29,4245.0,Wednesday,1699.0
PE,2020-04-30,3376.0,Thursday,2072.0
PE,2020-05-01,2641.0,Friday,1814.0
PE,2020-05-02,3379.0,Saturday,1375.0
PE,2020-05-03,1923.0,Sunday,1642.0
PE,2020-05-04,3998.0,Monday,1794.0
PE,2020-05-05,3994.0,Tuesday,2786.0
PE,2020-05-06,3673.0,Wednesday,2995.0
PE,2020-05-07,3618.0,Thursday,2399.0
PE,2020-05-08,3301.0,Friday,2215.0
PE,2020-05-09,2479.0,Saturday,2113.0
PE,2020-05-10,938.0,Sunday,1554.0
PE,2020-05-11,3608.0,Monday,1679.0
PE,2020-05-12,4351.0,Tuesday,2732.0
PE,2020-05-13,4450.0,Wednesday,2962.0
PE,2020-05-14,3741.0,Thursday,2942.0
PE,2020-05-15,4326.0,Friday,2380.0
PE,2020-05-16,4137.0,Saturday,2037.0
PE,2020-05-17,1789.0,Sunday,1832.0
PE,2020-05-18,5136.0,Monday,1982.0
PE,2020-05-19,5208.0,Tuesday,3667.0
PE,2020-05-20,5309.0,Wednesday,3673.0
PE,2020-05-21,5536.0,Thursday,3545.0
PE,2020-05-22,6123.0,Friday,3836.0
PE,2020-05-23,5419.0,Saturday,3615.0
PE,2020-05-24,1795.0,Sunday,2997.0
PE,2020-05-25,7002.0,Monday,2739.0
PE,2020-05-26,7010.0,Tuesday,4938.0
PE,2020-05-27,7393.0,Wednesday,5109.0
PE,2020-05-28,6476.0,Thursday,5460.0
PE,2020-05-29,5776.0,Friday,5181.0
PE,2020-05-30,4691.0,Saturday,3977.0
PE,2020-05-31,2291.0,Sunday,3003.0
PE,2020-06-01,4336.0,Monday,3962.0
PE,2020-06-02,3866.0,Tuesday,4860.0
PE,2020-06-03,2675.0,Wednesday,4685.0
PE,2020-06-04,4127.0,Thursday,3698.0
PE,2020-06-05,5078.0,Friday,3841.0
PE,2020-06-06,4821.0,Saturday,3444.0
PE,2020-06-07,2653.0,Sunday,2780.0
PE,2020-06-08,4819.0,Monday,2558.0
PE,2020-06-09,5415.0,Tuesday,3058.0
PE,2020-06-10,5808.0,Wednesday,3140.0
PE,2020-06-11,7407.0,Thursday,4038.0
PE,2020-06-12,5670.0,Friday,5046.0
PE,2020-06-13,4543.0,Saturday,3865.0
PE,2020-06-14,2460.0,Sunday,2894.0
PE,2020-06-15,4467.0,Monday,2921.0
PE,2020-06-16,3490.0,Tuesday,4035.0
PE,2020-06-17,4053.0,Wednesday,4078.0
PE,2020-06-18,3549.0,Thursday,4618.0
PE,2020-06-19,3639.0,Friday,3553.0
PE,2020-06-20,3627.0,Saturday,2794.0
PE,2020-06-21,1479.0,Sunday,2335.0
PE,2020-06-22,4476.0,Monday,2023.0
PE,2020-06-23,3880.0,Tuesday,2983.0
PE,2020-06-24,4249.0,Wednesday,2911.0
PE,2020-06-25,4321.0,Thursday,2880.0
PE,2020-06-26,4526.0,Friday,2949.0
PE,2020-06-27,3681.0,Saturday,2665.0
PE,2020-06-28,1636.0,Sunday,1998.0
PE,2020-06-29,2810.0,Monday,2161.0
PE,2020-06-30,3995.0,Tuesday,2460.0
PE,2020-07-01,3851.0,Wednesday,3138.0
PE,2020-07-02,3605.0,Thursday,3160.0
PE,2020-07-03,4115.0,Friday,2987.0
PE,2020-07-04,3658.0,Saturday,2526.0
PE,2020-07-05,2369.0,Sunday,1756.0
PE,2020-07-06,3956.0,Monday,1853.0
PE,2020-07-07,4297.0,Tuesday,2936.0
PE,2020-07-08,2815.0,Wednesday,3011.0
PE,2020-07-09,2701.0,Thursday,2380.0
PE,2020-07-10,5167.0,Friday,2423.0
PE,2020-07-11,4438.0,Saturday,3074.0
PE,2020-07-12,2455.0,Sunday,2584.0
PE,2020-07-13,3322.0,Monday,2395.0
PE,2020-07-14,4441.0,Tuesday,2606.0
PE,2020-07-15,4661.0,Wednesday,2510.0
PE,2020-07-16,4767.0,Thursday,3001.0
PE,2020-07-17,5428.0,Friday,3871.0
PE,2020-07-18,5336.0,Saturday,3535.0
PE,2020-07-19,2424.0,Sunday,2895.0
PE,2020-07-20,4278.0,Monday,2178.0
PE,2020-07-21,5313.0,Tuesday,3384.0
PE,2020-07-22,6328.0,Wednesday,3959.0
PE,2020-07-23,5871.0,Thursday,4563.0
PE,2020-07-24,6261.0,Friday,4624.0
PE,2020-07-25,5875.0,Saturday,4248.0
PE,2020-07-26,3075.0,Sunday,3291.0
PE,2020-07-27,7389.0,Monday,2981.0
PE,2020-07-28,3171.0,Tuesday,5339.0
PE,2020-07-29,6919.0,Wednesday,3930.0
PE,2020-07-30,7640.0,Thursday,5343.0
PE,2020-07-31,8084.0,Friday,5799.0
PE,2020-08-01,7144.0,Saturday,5373.0
PE,2020-08-02,3389.0,Sunday,4644.0
PE,2020-08-03,8263.0,Monday,3964.0
PE,2020-08-04,8176.0,Tuesday,4996.0
PE,2020-08-05,7924.0,Wednesday,6605.0
PE,2020-08-06,9104.0,Thursday,6849.0
PE,2020-08-07,7984.0,Friday,7356.0
PE,2020-08-08,7187.0,Saturday,5897.0
PE,2020-08-09,3747.0,Sunday,4931.0
PE,2020-08-10,8607.0,Monday,5309.0
PE,2020-08-11,9384.0,Tuesday,7241.0
PE,2020-08-12,9767.0,Wednesday,7761.0
PE,2020-08-13,9629.0,Thursday,8199.0
PE,2020-08-14,10485.0,Friday,7580.0
PE,2020-08-15,9467.0,Saturday,7048.0
PE,2020-08-16,3872.0,Sunday,6141.0
PE,2020-08-17,9724.0,Monday,5740.0
PE,2020-08-18,9377.0,Tuesday,8497.0
PE,2020-08-19,9806.0,Wednesday,8574.0
PE,2020-08-20,10505.0,Thursday,8845.0
PE,2020-08-21,8969.0,Friday,9304.0
PE,2020-08-22,7688.0,Saturday,7314.0
PE,2020-08-23,2018.0,Sunday,5597.0
PE,2020-08-24,8681.0,Monday,5348.0
PE,2020-08-25,11167.0,Tuesday,8025.0
PE,2020-08-26,8587.0,Wednesday,9483.0
PE,2020-08-27,8039.0,Thursday,8434.0
PE,2020-08-28,9190.0,Friday,7347.0
PE,2020-08-29,6515.0,Saturday,6365.0
PE,2020-08-30,2367.0,Sunday,4211.0
PE,2020-08-31,6499.0,Monday,5382.0
PE,2020-09-01,6408.0,Tuesday,7581.0
PE,2020-09-02,6511.0,Wednesday,6530.0
PE,2020-09-03,3793.0,Thursday,6559.0
PE,2020-09-04,10106.0,Friday,5388.0
PE,2020-09-05,4063.0,Saturday,6291.0
PE,2020-09-06,1884.0,Sunday,2944.0
PE,2020-09-07,6384.0,Monday,3482.0
PE,2020-09-08,6861.0,Tuesday,5342.0
PE,2020-09-09,6552.0,Wednesday,5198.0
PE,2020-09-10,3993.0,Thursday,5112.0
PE,2020-09-11,10810.0,Friday,5406.0
PE,2020-09-12,5791.0,Saturday,5571.0
PE,2020-09-13,2031.0,Sunday,3487.0
PE,2020-09-14,6103.0,Monday,3608.0
PE,2020-09-15,5598.0,Tuesday,5406.0
PE,2020-09-16,5695.0,Wednesday,4705.0
PE,2020-09-17,6587.0,Thursday,4922.0
PE,2020-09-18,6409.0,Friday,7061.0
PE,2020-09-19,5414.0,Saturday,4431.0
PE,2020-09-20,1753.0,Sunday,3258.0
PE,2020-09-21,5235.0,Monday,3159.0
PE,2020-09-22,6239.0,Tuesday,4401.0
PE,2020-09-23,6029.0,Wednesday,5078.0
PE,2020-09-24,5889.0,Thursday,5318.0
PE,2020-09-25,5751.0,Friday,5016.0
PE,2020-09-26,4941.0,Saturday,3947.0
PE,2020-09-27,1926.0,Sunday,2791.0
PE,2020-09-28,2443.0,Monday,3001.0
PE,2020-09-29,2914.0,Tuesday,3518.0
PE,2020-09-30,3073.0,Wednesday,3623.0
PE,2020-10-01,2808.0,Thursday,3622.0
PE,2020-10-02,3271.0,Friday,3320.0
PE,2020-10-03,2504.0,Saturday,2686.0
PE,2020-10-04,1235.0,Sunday,1299.0
PE,2020-10-05,2608.0,Monday,1025.0
PE,2020-10-06,2824.0,Tuesday,1795.0
PE,2020-10-07,3097.0,Wednesday,1926.0
PE,2020-10-08,3248.0,Thursday,2024.0
PE,2020-10-09,3647.0,Friday,2139.0
PE,2020-10-10,2551.0,Saturday,1800.0
PE,2020-10-11,1373.0,Sunday,1089.0
PE,2020-10-12,3306.0,Monday,1132.0
PE,2020-10-13,3777.0,Tuesday,2064.0
PE,2020-10-14,3112.0,Wednesday,2428.0
PE,2020-10-15,3003.0,Thursday,2280.0
PE,2020-10-16,3790.0,Friday,2187.0
PE,2020-10-17,2372.0,Saturday,1898.0
PE,2020-10-18,1250.0,Sunday,1187.0
PE,2020-10-19,2808.0,Monday,1508.0
PE,2020-10-20,3037.0,Tuesday,2218.0
PE,2020-10-21,3140.0,Wednesday,2069.0
PE,2020-10-22,2702.0,Thursday,2209.0
PE,2020-10-23,2788.0,Friday,2084.0
PE,2020-10-24,2088.0,Saturday,1377.0
PE,2020-10-25,972.0,Sunday,917.0
PE,2020-10-26,2391.0,Monday,1067.0
PE,2020-10-27,2528.0,Tuesday,1757.0
PE,2020-10-28,2096.0,Wednesday,1804.0
PE,2020-10-29,2446.0,Thursday,1469.0
PE,2020-10-30,2370.0,Friday,1524.0
PE,2020-10-31,2160.0,Saturday,1038.0
PE,2020-11-01,893.0,Sunday,762.0
PE,2020-11-02,2035.0,Monday,787.0
PE,2020-11-03,2270.0,Tuesday,1230.0
PE,2020-11-04,2329.0,Wednesday,1244.0
PE,2020-11-05,2074.0,Thursday,1394.0
PE,2020-11-06,0.0,Friday,1222.0
PE,2020-11-07,1607.0,Saturday,37.0
PE,2020-11-08,989.0,Sunday,394.0
PE,2020-11-09,2034.0,Monday,638.0
PE,2020-11-10,2033.0,Tuesday,1172.0
PE,2020-11-11,1911.0,Wednesday,1169.0
PE,2020-11-12,1953.0,Thursday,664.0
PE,2020-11-13,2147.0,Friday,159.0
PE,2020-11-14,1422.0,Saturday,753.0
PE,2020-11-15,889.0,Sunday,389.0
