location_key,date,country_code,country_name,new_confirmed,new_deceased,vaccine_doses_administered_for_day,cumulative_vaccine_doses_administered,population,population_male,population_female,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate
AR,2022-01-09,AR,Argentina,64266.0,80.0,20684.0,30232753.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,28.925926,42.771806,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-10,AR,Argentina,174174.0,134.0,72299.0,30305052.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,30.074074,41.516629,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-11,AR,Argentina,160761.0,141.0,66584.0,30371636.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,32.005556,35.351377,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-12,AR,Argentina,156127.0,183.0,64946.0,30436582.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,32.261111,36.104591,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-13,AR,Argentina,138446.0,202.0,60098.0,30496680.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,33.088889,30.630109,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-14,AR,Argentina,135765.0,272.0,50961.0,30547641.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,33.092593,29.020749,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-15,AR,Argentina,79843.0,320.0,19957.0,30567598.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,32.172222,38.310149,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-16,AR,Argentina,59051.0,301.0,12401.0,30579999.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,27.703704,52.706138,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-17,AR,Argentina,142361.0,306.0,52924.0,30632923.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.62963,68.356428,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-18,AR,Argentina,133915.0,278.0,49161.0,30682084.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,15.783951,81.614874,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-19,AR,Argentina,122066.0,297.0,47996.0,30730080.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.95,75.600138,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-20,AR,Argentina,112524.0,300.0,48276.0,30778356.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.037037,72.561835,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-21,AR,Argentina,101265.0,313.0,46729.0,30825085.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,28.172222,70.019695,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-22,AR,Argentina,56752.0,316.0,19374.0,30844459.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.62963,81.761002,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-23,AR,Argentina,34953.0,287.0,11875.0,30856334.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.011111,76.177202,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-24,AR,Argentina,92123.0,353.0,48145.0,30904479.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.016667,71.993651,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-25,AR,Argentina,73508.0,330.0,46645.0,30951124.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.966667,73.377634,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-26,AR,Argentina,63442.0,307.0,45955.0,30997079.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.87037,71.978701,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-27,AR,Argentina,53941.0,323.0,50457.0,31047536.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.783333,64.599735,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-28,AR,Argentina,46602.0,315.0,48303.0,31095839.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.027778,58.098101,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-29,AR,Argentina,24062.0,277.0,20005.0,31115844.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.469136,54.65827,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-30,AR,Argentina,15866.0,278.0,10948.0,31126792.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.080247,50.771504,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-01-31,AR,Argentina,45747.0,238.0,47342.0,31174134.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.561111,56.86415,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-01,AR,Argentina,32289.0,253.0,46269.0,31220403.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.006173,55.647907,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-02,AR,Argentina,30643.0,286.0,40693.0,31261096.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.988889,63.829043,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-03,AR,Argentina,25505.0,259.0,38316.0,31299412.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.044444,63.076433,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-04,AR,Argentina,23008.0,221.0,41274.0,31340686.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.633333,68.21306,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-05,AR,Argentina,11694.0,228.0,14418.0,31355104.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,18.771605,70.607875,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-06,AR,Argentina,6942.0,186.0,9208.0,31364312.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,18.975309,49.428062,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-07,AR,Argentina,20588.0,223.0,40687.0,31404999.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.522222,54.711442,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-08,AR,Argentina,16818.0,174.0,40695.0,31445694.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.320988,55.941518,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-09,AR,Argentina,15444.0,164.0,38648.0,31484342.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.067901,50.145093,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-10,AR,Argentina,14332.0,148.0,37322.0,31521664.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.376543,46.431888,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-11,AR,Argentina,10908.0,161.0,32284.0,31553948.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.111111,80.144074,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-12,AR,Argentina,6181.0,121.0,14325.0,31568273.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,16.95679,58.924849,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-13,AR,Argentina,3596.0,137.0,7857.0,31576130.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.098765,56.220872,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-14,AR,Argentina,12089.0,137.0,33182.0,31609312.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.574074,51.020404,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-15,AR,Argentina,11129.0,111.0,32436.0,31641748.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.882716,50.638113,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-16,AR,Argentina,10313.0,114.0,31858.0,31673606.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.975309,55.498895,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-17,AR,Argentina,9499.0,99.0,32956.0,31706562.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.5,60.649724,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-18,AR,Argentina,8704.0,76.0,31601.0,31738163.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,23.41358,61.108366,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-19,AR,Argentina,4009.0,86.0,10412.0,31748575.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.728395,71.125476,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-20,AR,Argentina,2910.0,99.0,5015.0,31753590.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.080247,63.532807,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-21,AR,Argentina,8460.0,82.0,31371.0,31784961.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.469136,75.594537,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-22,AR,Argentina,7201.0,73.0,33342.0,31818303.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.018519,75.953269,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-23,AR,Argentina,6937.0,63.0,32526.0,31850829.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.623457,68.517533,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-24,AR,Argentina,5568.0,75.0,26953.0,31877782.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.094444,65.244188,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-25,AR,Argentina,5026.0,52.0,31681.0,31909463.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.808642,68.977705,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-26,AR,Argentina,2605.0,45.0,10125.0,31919588.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,26.685185,72.496426,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-27,AR,Argentina,1818.0,53.0,4423.0,31924011.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,25.271605,78.270602,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-02-28,AR,Argentina,2263.0,34.0,6460.0,31930471.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.82716,51.161352,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-03-01,AR,Argentina,1977.0,36.0,6060.0,31936531.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.345679,53.995519,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-03-02,AR,Argentina,5431.0,42.0,19280.0,31955811.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.993827,56.419169,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-03-03,AR,Argentina,4981.0,37.0,18116.0,31973927.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.259259,60.253437,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-03-04,AR,Argentina,4596.0,42.0,18291.0,31992218.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,24.95679,69.984046,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-03-05,AR,Argentina,2010.0,18.0,6589.0,31998807.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.950617,79.812068,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-03-06,AR,Argentina,1361.0,29.0,3433.0,32002240.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,22.228395,76.934431,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-03-07,AR,Argentina,4542.0,26.0,15679.0,32017919.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,21.771605,63.146415,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-03-08,AR,Argentina,3482.0,24.0,11157.0,32029076.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.919753,59.598734,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-03-09,AR,Argentina,3706.0,38.0,12052.0,32041128.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,20.376543,76.620663,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-03-10,AR,Argentina,3614.0,29.0,13904.0,32055032.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.709877,61.324745,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-03-11,AR,Argentina,3039.0,14.0,14108.0,32069140.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,18.54321,56.81033,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
AR,2022-03-12,AR,Argentina,1302.0,14.0,5396.0,32074536.0,44938712.0,19523766.0,20593330.0,16.515,0.825,6718871.0,7045513.0,6430658.0,5777148.0,4507125.0,3911943.0,2914251.0,1817557.0,994030.0,449663446954.0,10006.0,-34.0,-64.0,2780400.0,21.8,5.9,8.8,2.5996,3.9901,19.91358,59.490517,15057273.0,2690269.0,55032.0,76.52,147.086,79.483,26.6,15.8
