location_key,date,country_code,country_name,new_confirmed,new_deceased,vaccine_doses_administered_for_day,population,cumulative_vaccine_doses_administered,population_male,population_female,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate
BR,2020-01-01,BR,Brazil,380.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.740741,75.765988,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-02,BR,Brazil,906.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.37963,77.359711,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-03,BR,Brazil,478.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,25.777778,82.525872,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-04,BR,Brazil,1848.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,24.962963,85.84467,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-05,BR,Brazil,1095.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,25.907407,81.640759,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-06,BR,Brazil,821.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,25.574074,80.582292,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-07,BR,Brazil,607.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,24.37963,88.675546,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-08,BR,Brazil,440.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,25.833333,81.889819,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-09,BR,Brazil,173.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,25.648148,83.537443,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-10,BR,Brazil,74.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,27.833333,72.510757,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-11,BR,Brazil,229.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,27.259259,75.552196,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-12,BR,Brazil,323.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,27.722222,71.468477,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-13,BR,Brazil,199.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.5,77.390247,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-14,BR,Brazil,150.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,27.759259,69.333675,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-15,BR,Brazil,142.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.592593,68.266027,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-16,BR,Brazil,68.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,29.574074,68.148215,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-17,BR,Brazil,69.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,27.277778,73.946628,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-18,BR,Brazil,139.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.935185,66.953375,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-19,BR,Brazil,104.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.768519,67.998679,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-20,BR,Brazil,172.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,28.314815,69.136535,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-21,BR,Brazil,109.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.722222,79.387141,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-22,BR,Brazil,113.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,25.351852,85.829908,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-23,BR,Brazil,63.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,24.722222,87.10346,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-24,BR,Brazil,44.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,25.240741,85.032908,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-25,BR,Brazil,110.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.064815,81.145153,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
BR,2020-01-26,BR,Brazil,80.0,0.0,0.0,212559409.0,0.0,104435783.0,108123626.0,25.431,0.754,29076910.0,31160446.0,34104643.0,34476762.0,29462006.0,24421202.0,16896862.0,8801551.0,4159027.0,1839758040765.0,8717.0,-14.0,-53.0,8515770.0,13.9,10.4,12.8,10.119,2.1643,26.092593,79.141382,21846507.0,8241430.0,134981.0,75.672,188.528,91.421,29.9,16.6
