location_key,date,country_code,country_name,new_confirmed,new_deceased,cumulative_vaccine_doses_administered,population,population_male,population_female,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate
CO,2020-03-16,CO,Colombia,14.0,1.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.657407,76.669168,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-17,CO,Colombia,26.0,0.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.768519,66.080597,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-18,CO,Colombia,12.0,0.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.259259,64.376323,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-19,CO,Colombia,26.0,0.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.037037,64.90206,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-20,CO,Colombia,48.0,0.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.203704,74.319822,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-21,CO,Colombia,37.0,0.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.037037,64.649826,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-22,CO,Colombia,30.0,2.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.314815,55.559586,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-23,CO,Colombia,74.0,1.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.574074,62.329493,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-24,CO,Colombia,109.0,1.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.62963,72.351022,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-25,CO,Colombia,62.0,4.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.453704,69.273672,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-26,CO,Colombia,12.0,2.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.388889,68.493795,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-27,CO,Colombia,49.0,3.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.666667,69.398854,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-28,CO,Colombia,69.0,5.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.925926,65.123332,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-29,CO,Colombia,96.0,1.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.361111,66.824941,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-30,CO,Colombia,98.0,5.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.731481,78.455943,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-03-31,CO,Colombia,109.0,5.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.555556,77.161304,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-01,CO,Colombia,163.0,4.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.064815,78.770487,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-02,CO,Colombia,101.0,7.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.933333,75.814253,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-03,CO,Colombia,108.0,14.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.759259,63.801742,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-04,CO,Colombia,140.0,16.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,25.148148,63.668107,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-05,CO,Colombia,79.0,8.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.453704,73.179594,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-06,CO,Colombia,103.0,12.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.592593,69.226909,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-07,CO,Colombia,137.0,9.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.0,70.371048,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-08,CO,Colombia,348.0,5.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.018519,69.215351,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-09,CO,Colombia,179.0,14.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.888889,70.893193,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-10,CO,Colombia,253.0,5.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.972222,70.94614,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-11,CO,Colombia,237.0,9.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.222222,77.163475,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-12,CO,Colombia,72.0,12.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.555556,79.96198,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-13,CO,Colombia,82.0,7.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.305556,66.735517,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-14,CO,Colombia,142.0,11.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.472222,73.421534,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-15,CO,Colombia,139.0,12.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.314815,72.667141,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-16,CO,Colombia,140.0,16.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.87037,69.242772,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-17,CO,Colombia,219.0,5.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.268519,73.826195,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-18,CO,Colombia,194.0,13.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.648148,74.57154,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-19,CO,Colombia,182.0,9.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.481481,69.75924,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-20,CO,Colombia,192.0,10.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,25.622222,63.539608,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-21,CO,Colombia,182.0,10.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.333333,71.490464,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-22,CO,Colombia,201.0,9.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.398148,75.898408,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-23,CO,Colombia,206.0,10.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.638889,73.855154,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-24,CO,Colombia,316.0,15.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.675926,71.834525,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-25,CO,Colombia,268.0,11.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,25.037037,66.827083,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-26,CO,Colombia,243.0,18.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,25.462963,61.598649,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-27,CO,Colombia,229.0,11.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.744444,72.323766,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-28,CO,Colombia,366.0,13.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.680556,65.566662,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-29,CO,Colombia,278.0,21.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.044444,70.195182,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-04-30,CO,Colombia,319.0,26.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,25.041667,65.605965,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-05-01,CO,Colombia,488.0,13.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.533333,81.29474,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-05-02,CO,Colombia,288.0,21.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.648148,74.777389,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-05-03,CO,Colombia,428.0,19.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.518519,74.891242,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-05-04,CO,Colombia,324.0,21.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.222222,69.196669,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-05-05,CO,Colombia,678.0,20.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,25.055556,69.975271,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-05-06,CO,Colombia,381.0,25.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.37037,68.465355,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-05-07,CO,Colombia,536.0,28.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.111111,78.475552,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-05-08,CO,Colombia,679.0,22.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.12037,79.69141,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-05-09,CO,Colombia,473.0,20.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.694444,67.982445,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
