location_key,date,country_code,country_name,new_confirmed,new_deceased,cumulative_vaccine_doses_administered,population,population_male,population_female,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,gdp_usd,gdp_per_capita_usd,latitude,longitude,area_sq_km,smoking_prevalence,diabetes_prevalence,infant_mortality_rate,nurses_per_1000,physicians_per_1000,average_temperature_celsius,relative_humidity,population_largest_city,area_rural_sq_km,area_urban_sq_km,life_expectancy,adult_male_mortality_rate,adult_female_mortality_rate,pollution_mortality_rate,comorbidity_mortality_rate
CO,2020-08-25,CO,Colombia,11001.0,297.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.925926,72.396754,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-08-26,CO,Colombia,9614.0,267.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.592593,68.984856,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-08-27,CO,Colombia,8973.0,308.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.680556,71.327554,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-08-28,CO,Colombia,9324.0,293.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.481481,63.063802,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-08-29,CO,Colombia,7022.0,282.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.037037,70.260007,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-08-30,CO,Colombia,6190.0,225.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.5,78.058606,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-08-31,CO,Colombia,9367.0,266.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.185185,69.896687,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-01,CO,Colombia,9013.0,261.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.722222,65.58789,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-02,CO,Colombia,9719.0,258.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.074074,71.116672,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-03,CO,Colombia,6623.0,248.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.638889,63.223727,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-04,CO,Colombia,8418.0,258.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.324074,75.257657,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-05,CO,Colombia,7472.0,243.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,25.592593,59.389622,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-06,CO,Colombia,3967.0,238.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.703704,61.925001,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-07,CO,Colombia,8238.0,245.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.944444,63.412617,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-08,CO,Colombia,7400.0,240.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.722222,75.76058,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-09,CO,Colombia,8941.0,216.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.481481,70.23931,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-10,CO,Colombia,9606.0,222.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.194444,61.769162,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-11,CO,Colombia,7137.0,229.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.731481,62.828871,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-12,CO,Colombia,6584.0,218.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.824074,60.683652,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-13,CO,Colombia,3706.0,212.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.972222,64.670564,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-14,CO,Colombia,8019.0,219.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.092593,59.675357,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-15,CO,Colombia,8472.0,206.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.962963,63.541122,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-16,CO,Colombia,7643.0,217.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.898148,71.189438,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-17,CO,Colombia,8431.0,221.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.092593,72.934097,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-18,CO,Colombia,7708.0,193.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.666667,71.375942,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-19,CO,Colombia,5914.0,220.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.712963,75.826515,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-20,CO,Colombia,4348.0,174.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.722222,69.166679,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-21,CO,Colombia,7944.0,233.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.787037,63.286337,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-22,CO,Colombia,7667.0,205.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.851852,57.831025,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-23,CO,Colombia,10228.0,197.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.25,74.335036,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-24,CO,Colombia,8608.0,193.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.407407,67.484647,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-25,CO,Colombia,6101.0,188.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,24.462963,60.115593,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-26,CO,Colombia,6710.0,200.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,22.583333,69.736069,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-27,CO,Colombia,4307.0,200.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.422222,69.752556,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-28,CO,Colombia,7109.0,209.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.231481,66.791101,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-29,CO,Colombia,7463.0,199.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,23.555556,67.915833,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-09-30,CO,Colombia,7966.0,193.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,21.666667,72.174885,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-01,CO,Colombia,8916.0,209.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,13.777778,67.608305,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-02,CO,Colombia,10201.0,208.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,13.5,65.780038,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-03,CO,Colombia,8376.0,180.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,13.722222,69.668985,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-04,CO,Colombia,4932.0,192.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,14.222222,71.087923,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-05,CO,Colombia,6127.0,187.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,11.666667,78.220554,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-06,CO,Colombia,5801.0,211.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,13.055556,74.702858,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-07,CO,Colombia,8721.0,174.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,12.833333,75.511735,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-08,CO,Colombia,9681.0,176.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,13.333333,75.031091,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-09,CO,Colombia,8232.0,181.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,14.111111,65.663793,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-10,CO,Colombia,6216.0,202.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,12.666667,70.78944,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-11,CO,Colombia,5158.0,212.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,13.388889,64.762269,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-12,CO,Colombia,4158.0,207.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,13.833333,67.110676,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-13,CO,Colombia,7167.0,212.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,15.722222,59.644065,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-14,CO,Colombia,8325.0,184.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,12.888889,78.405178,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-15,CO,Colombia,9232.0,202.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,14.222222,67.956193,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-16,CO,Colombia,9222.0,212.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,14.5,67.758424,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-17,CO,Colombia,7713.0,202.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,13.166667,68.253284,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-18,CO,Colombia,5685.0,182.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,14.055556,67.666155,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-19,CO,Colombia,9331.0,207.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,14.555556,71.417503,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-20,CO,Colombia,10141.0,206.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,14.888889,69.12012,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-21,CO,Colombia,10620.0,207.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,15.277778,69.71525,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-22,CO,Colombia,9646.0,191.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,14.444444,65.488602,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-23,CO,Colombia,9708.0,240.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,14.722222,66.54316,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-24,CO,Colombia,5500.0,213.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,14.166667,73.784488,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-25,CO,Colombia,6198.0,210.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,12.888889,79.883363,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-26,CO,Colombia,9495.0,221.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,14.722222,78.677964,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-27,CO,Colombia,9588.0,220.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,14.833333,77.257023,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-28,CO,Colombia,9102.0,209.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,14.833333,78.984613,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
CO,2020-10-29,CO,Colombia,9748.0,235.0,0.0,50882884.0,24984564.0,25898320.0,45.861,0.747,7414155.0,8119876.0,8847061.0,7810299.0,6450787.0,5543980.0,3771358.0,1979761.0,945607.0,323802808108.0,6432.0,4.0,-73.25,1141748.0,9.0,7.4,12.2,1.3309,2.1848,13.5,81.466372,10779376.0,1090598.0,36132.0,77.109,151.616,77.999,37.0,15.8
